0.001,0.011999999941971805,0.006199062333337894,0.011994201990820876,0.012,0.006,0.0007378640776699035
0.201,2.411480557409858,1.208344363164548,2.1930415559793124,2.412,1.206,0.14831067961165062
0.401,4.807450334658215,2.335849224208952,3.995523210686719,4.812,2.406,0.29588349514563134
0.6010000000000001,7.1950987842142435,3.389657379259282,5.489915577773007,7.2120000000000015,3.6060000000000008,0.44345631067961205
0.801,9.567850015078928,4.37130835566816,6.733574692144787,9.612,4.806,0.5910291262135927
1.001,11.916967066827796,5.282892583668976,7.773178792133493,12.011999999999999,6.005999999999999,0.7386019417475733
1.201,14.231149840524564,6.126992197066224,8.646716172035866,14.412,7.206,0.8861747572815541
1.401,16.49617478715102,6.906610733087133,9.385102962262168,16.812,8.406,1.0337475728155348
1.601,18.69464904759132,7.625095345975405,10.01349973233094,19.212,9.606,1.1813203883495154
1.801,20.8059773421773,8.286055267003167,10.55238298593449,21.612,10.806,1.3288932038834962
2.,22.796972843857215,8.890371219440699,11.016244650033064,24.,12.,1.475728155339807
2.5,27.146612299572308,10.199495088976986,11.946098270841848,30.,15.,1.8446601941747587
3.,30.25819741126339,11.257365832614093,12.650181288440368,36.,18.,2.2135922330097104
3.5,31.91975302903908,12.12005133548506,13.219366236373437,42.,21.,2.582524271844662
4.,32.257149648687225,12.835986132005795,13.707949507468543,48.,24.,2.951456310679614
4.5,31.699493229923455,13.44465622676959,14.148373228725742,54.,27.,3.3203883495145656
5.,30.757185018449498,13.976790387533516,14.560021590318247,60.,30.,3.6893203883495174
5.5,29.815546225743542,14.45541946130398,14.954476657400738,66.,33.,4.058252427184469
6.,29.07281623563154,14.897284579750158,15.33865872079005,72.,36.,4.427184466019421
6.5,28.58443302165453,15.314254450086391,15.716702658364177,78.,39.,4.796116504854373
7.,28.33045621637183,15.714572626858503,16.091079062113884,84.,42.,5.165048543689324
7.5,28.26409244077582,16.10386873799529,16.463264112222724,90.,45.,5.533980582524276
8.,28.336767210826974,16.48593375742893,16.834139827228125,96.,48.,5.902912621359228
8.5,28.507781257821364,16.86329077399595,17.20423321373066,102.,51.,6.27184466019418
9.,28.746271914132436,17.237602561182232,17.573859158487558,108.,54.,6.640776699029131
9.5,29.0301112534315,17.60995580664275,17.943205806523476,114.,57.,7.0097087378640826
10.,29.343977322277198,17.981055651946217,18.31238557460254,120.,60.,7.378640776699035
10.5,29.677504640297578,18.35135685361657,18.681465631808152,126.,63.,7.747572815533987
11.,30.023794992214313,18.721151131632265,19.05048611170759,132.,66.,8.116504854368937
11.5,30.378313060706976,19.090624750437467,19.419470994131157,138.,69.,8.48543689320389
12.,30.73810484172847,19.459896154025415,19.78843460704173,144.,72.,8.854368932038842
12.5,31.101260615698607,19.829040386865813,20.15738551140564,150.,75.,9.223300970873794
13.,31.46655332500666,20.19810484241426,20.52632882240536,156.,78.,9.592233009708746
13.5,31.833198595276013,20.567119364718806,20.895267596365464,162.,81.,9.961165048543696
14.,32.20069723461309,20.936102697738217,21.264203659441698,168.,84.,10.330097087378649
14.5,32.568732761337785,21.30506658602252,21.63313810276321,174.,87.,10.6990291262136
15.,32.937105204384494,21.674018372610416,22.002071578280308,180.,90.,11.067961165048551
15.5,33.3056885880217,22.04296263956,22.3710044755337,186.,93.,11.436893203883503
16.,33.67440376358581,22.41190224092177,22.739937027274173,192.,96.,11.805825242718456
16.5,34.04320112307858,22.78083895146343,23.108869372570485,198.,99.,12.174757281553408
17.,34.41204964170826,23.149773873118814,23.47780159451628,204.,102.,12.54368932038836
17.5,34.78092995528787,23.51870768909583,23.84673374276007,210.,105.,12.91262135922331
18.,35.14982999968574,23.887640822430708,24.215665846966864,216.,108.,13.281553398058263
18.5,35.518742271410225,24.25657353474229,24.58459792486153,222.,111.,13.650485436893215
19.,35.88766211076278,24.625505987638526,24.95352998703469,228.,114.,14.019417475728165
19.5,36.25658662819833,24.994438280841358,25.32246203981423,234.,117.,14.388349514563117
20.,36.62551403425238,25.36337047582347,25.69139408698108,240.,120.,14.75728155339807
20.5,36.9944432221007,25.73230261044336,26.060326130794344,246.,123.,15.126213592233022
21.,37.3633735079383,26.1012347079958,26.429258172603838,252.,126.,15.495145631067974
21.5,37.73230446976146,26.47016678280233,26.798190213216092,258.,129.,15.864077669902924
22.,38.10123584739831,26.839098843660814,27.167122253112975,264.,132.,16.233009708737875
22.5,38.47016748060149,27.208030895971802,27.536054292582424,270.,135.,16.601941747572827
23.,38.839099270758325,27.57696294304808,27.9049863317965,276.,138.,16.97087378640778
23.5,39.20803115723606,27.945894986920393,28.273918370857977,282.,141.,17.33980582524273
24.,39.576963102783765,28.314827028832777,28.642850409828267,288.,144.,17.708737864077683
24.5,39.94589508453298,28.683759069546888,29.011782448744093,294.,147.,18.077669902912636
25.,40.314827088454614,29.052691109528784,29.380714487627365,300.,150.,18.446601941747588
25.5,40.68375910594817,29.421623149063457,29.749646526491183,306.,153.,18.81553398058254
26.,41.052691131744425,29.790555188325104,30.11857856534339,312.,156.,19.184466019417492
26.5,41.421623162617195,30.159487227420165,30.487510604188646,318.,159.,19.55339805825244
27.,41.790555196592244,30.5284192664136,30.85644264302975,324.,162.,19.922330097087393
27.5,42.159487232462205,30.89735130534508,31.225374681868388,330.,165.,20.291262135922345
28.,42.52841926948902,31.266283344238808,31.594306720705536,336.,168.,20.660194174757297
28.5,42.89735130722181,31.635215383109532,31.9632387595418,342.,171.,21.02912621359225
29.,43.26628334538521,32.00414742196625,32.33217079837753,348.,174.,21.3980582524272
29.5,43.63521538381117,32.373079460814445,32.70110283721296,354.,177.,21.766990291262154
30.,44.004147422397146,32.742011499657444,33.07003487604819,360.,180.,22.135922330097102
30.5,44.373079461080614,33.11094353849728,33.438966914883295,366.,183.,22.504854368932055
31.,44.742011499823455,33.4798755773352,33.80789895371836,372.,186.,22.873786407767007
31.5,45.11094353860244,33.84880761617195,34.17683099255337,378.,189.,23.24271844660196
32.,45.47987557740343,34.217739655008,34.54576303138835,384.,192.,23.61165048543691
32.5,45.8488076162178,34.58667169384362,34.914695070223324,390.,195.,23.980582524271863
33.,46.21773965504032,34.95560373267897,35.28362710905829,396.,198.,24.349514563106816
33.5,46.586671693867764,35.32453577151417,35.65255914789324,402.,201.,24.718446601941768
34.,46.955603732698236,35.69346781034926,36.021491186728205,408.,204.,25.08737864077672
34.5,47.32453577153052,36.0623998491843,36.390423225563154,414.,207.,25.45631067961167
35.,47.69346781036393,36.43133188801931,36.75935526439811,420.,210.,25.82524271844662
35.5,48.06239984919801,36.800263926854285,37.12828730323306,426.,213.,26.194174757281573
36.,48.43133188803249,37.16919596568925,37.497219342068014,432.,216.,26.563106796116525
36.5,48.800263926867224,37.53812800452422,37.86615138090296,438.,219.,26.932038834951477
37.,49.169195965702116,37.907060043359174,38.23508341973791,444.,222.,27.30097087378643
37.5,49.538128004537086,38.27599208219412,38.60401545857287,450.,225.,27.66990291262138
38.,49.90706004337212,38.64492412102907,38.972947497407816,456.,228.,28.03883495145633
38.5,50.27599208220719,39.01385615986403,39.341879536242764,462.,231.,28.407766990291282
39.,50.64492412104228,39.382788198698975,39.71081157507772,468.,234.,28.776699029126235
39.5,51.01385615987738,39.751720237533924,40.07974361391267,474.,237.,29.145631067961187
40.,51.38278819871248,40.12065227636887,40.44867565274762,480.,240.,29.51456310679614
40.5,51.751720237547595,40.48958431520382,40.81760769158257,486.,243.,29.88349514563109
41.,52.12065227638271,40.85851635403877,41.18653973041752,492.,246.,30.252427184466043
41.5,52.489584315217826,41.22744839287372,41.55547176925247,498.,249.,30.621359223300995
42.,52.85851635405294,41.59638043170867,41.92440380808741,504.,252.,30.990291262135948
42.5,53.22744839288806,41.965312470543616,42.293335846922375,510.,255.,31.359223300970896
43.,53.596380431723176,42.334244509378564,42.66226788575732,516.,258.,31.72815533980585
43.5,53.965312470558295,42.70317654821351,43.031199924592265,522.,261.,32.0970873786408
44.,54.334244509393415,43.07210858704846,43.40013196342723,528.,264.,32.46601941747575
44.5,54.703176548228534,43.44104062588341,43.769064002262176,534.,267.,32.834951456310705
45.,55.07210858706365,43.80997266471836,44.137996041097125,540.,270.,33.203883495145654
45.5,55.44104062589877,44.17890470355331,44.50692807993208,546.,273.,33.57281553398061
46.,55.80997266473389,44.547836742388256,44.87586011876703,552.,276.,33.94174757281556
46.5,56.178904703569,44.916768781223205,45.24479215760198,558.,279.,34.310679611650514
47.,56.54783674240412,45.28570082005815,45.613724196436934,564.,282.,34.67961165048546
47.5,56.91676878123924,45.654632858893095,45.98265623527188,570.,285.,35.04854368932042
48.,57.28570082007436,46.02356489772804,46.35158827410683,576.,288.,35.41747572815537
48.5,57.65463285890948,46.39249693656299,46.72052031294179,582.,291.,35.786407766990315
49.,58.0235648977446,46.76142897539794,47.089452351776735,588.,294.,36.15533980582527
49.5,58.39249693657972,47.13036101423289,47.458384390611684,594.,297.,36.52427184466022
50.,58.76142897541484,47.49929305306784,47.827316429446626,600.,300.,36.893203883495175
50.5,59.13036101424996,47.86822509190279,48.19624846828159,606.,303.,37.262135922330124
51.,59.499293053085076,48.237157130737735,48.56518050711654,612.,306.,37.63106796116508
51.5,59.868225091920195,48.606089169572684,48.93411254595148,618.,309.,38.00000000000003
52.,60.237157130755314,48.97502120840763,49.30304458478644,624.,312.,38.368932038834984
52.5,60.60608916959043,49.34395324724258,49.67197662362139,630.,315.,38.73786407766993
53.,60.97502120842555,49.71288528607753,50.04090866245633,636.,318.,39.10679611650488
53.5,61.34395324726067,50.08181732491248,50.409840701291294,642.,321.,39.47572815533984
54.,61.71288528609579,50.45074936374743,50.77877274012624,648.,324.,39.844660194174786
54.5,62.0818173249309,50.819681402582376,51.147704778961185,654.,327.,40.21359223300974
55.,62.45074936376602,51.188613441417324,51.51663681779615,660.,330.,40.58252427184469
55.5,62.81968140260114,51.55754548025227,51.885568856631096,666.,333.,40.951456310679646
56.,63.18861344143626,51.92647751908722,52.25450089546604,672.,336.,41.320388349514594
56.5,63.55754548027138,52.29540955792217,52.623432934301,678.,339.,41.68932038834954
57.,63.9264775191065,52.66434159675712,52.99236497313595,684.,342.,42.0582524271845
57.5,64.29540955794162,53.03327363559207,53.3612970119709,690.,345.,42.42718446601945
58.,64.66434159677674,53.402205674427016,53.73022905080584,696.,348.,42.7961165048544
58.5,65.03327363561185,53.771137713261965,54.0991610896408,702.,351.,43.16504854368935
59.,65.40220567444698,54.14006975209692,54.46809312847575,708.,354.,43.53398058252431
59.5,65.77113771328209,54.50900179093186,54.83702516731069,714.,357.,43.902912621359256
60.,66.14006975211721,54.8779338297668,55.205957206145655,720.,360.,44.271844660194205
60.5,66.50900179095233,55.24686586860176,55.574889244980604,726.,363.,44.64077669902916
61.,66.87793382978745,55.61579790743671,55.943821283815545,732.,366.,45.00970873786411
61.5,67.24686586862256,55.98472994627165,56.31275332265051,738.,369.,45.378640776699065
62.,67.61579790745769,56.3536619851066,56.68168536148546,744.,372.,45.747572815534014
62.5,67.9847299462928,56.72259402394155,57.0506174003204,750.,375.,46.11650485436897
63.,68.35366198512793,57.0915260627765,57.41954943915536,756.,378.,46.48543689320392
63.5,68.72259402396304,57.460458101611444,57.78848147799031,762.,381.,46.854368932038874
64.,69.09152606279817,57.829390140446385,58.15741351682525,768.,384.,47.22330097087382
64.5,69.46045810163328,58.19832217928134,58.526345555660214,774.,387.,47.59223300970877
65.,69.8293901404684,58.5672542181163,58.89527759449516,780.,390.,47.96116504854373
65.5,70.19832217930352,58.93618625695124,59.264209633330104,786.,393.,48.330097087378675
66.,70.56725421813864,59.30511829578618,59.63314167216505,792.,396.,48.69902912621363
66.5,70.93618625697376,59.674050334621136,60.002073711000016,798.,399.,49.06796116504858
67.,71.30511829580887,60.04298237345609,60.37100574983496,804.,402.,49.436893203883535
67.5,71.674050334644,60.41191441229103,60.739937788669906,810.,405.,49.805825242718484
68.,72.0429823734791,60.780846451125974,61.10886982750487,816.,408.,50.17475728155344
68.5,72.41191441231423,61.14977848996093,61.47780186633982,822.,411.,50.54368932038839
69.,72.78084645114934,61.518710528795886,61.84673390517476,828.,414.,50.91262135922334
