0.001,0.011999999941971944,0.006199062332726512,0.011994201990820876,0.004,0.002,0.012,0.00038709677419354843
0.201,2.4114805574098583,1.2083443631645605,2.1930415559793124,0.804,0.402,2.412,0.07780645161290323
0.401,4.807450334658214,2.335849224208957,3.995523210686719,1.604,0.802,4.812,0.1552258064516129
0.6010000000000001,7.195098784214241,3.389657379259287,5.489915577773007,2.4040000000000004,1.2020000000000002,7.2120000000000015,0.2326451612903226
0.801,9.567850015078923,4.371308355668163,6.733574692144787,3.204,1.602,9.612,0.31006451612903224
1.001,11.916967066827782,5.282892583668981,7.773178792133493,4.004,2.002,12.011999999999999,0.38748387096774195
1.201,14.231149840524546,6.12699219706623,8.646716172035866,4.804,2.402,14.412,0.4649032258064516
1.401,16.496174787150988,6.906610733087142,9.385102962262168,5.604,2.802,16.812,0.5423225806451613
1.601,18.694649047591273,7.625095345975413,10.01349973233094,6.404,3.202,19.212,0.6197419354838709
1.801,20.805977342177236,8.286055267003178,10.55238298593449,7.204,3.602,21.612,0.6971612903225806
2.,22.79697284385713,8.890371219440707,11.016244650033064,8.,4.,24.,0.7741935483870968
2.5,27.146612299572134,10.199495088976999,11.946098270841848,10.,5.,30.,0.967741935483871
3.,30.258197411263072,11.257365832614108,12.650181288440368,12.,6.,36.,1.161290322580645
3.5,31.919753029038567,12.120051335485078,13.219366236373437,14.,7.,42.,1.3548387096774193
4.,32.25714964868648,12.835986132005814,13.707949507468543,16.,8.,48.,1.5483870967741935
4.5,31.699493229922446,13.444656226769613,14.148373228725742,18.,9.,54.,1.7419354838709675
5.,30.757185018448233,13.976790387533542,14.560021590318247,20.,10.,60.,1.935483870967742
5.5,29.815546225742025,14.45541946130401,14.954476657400738,22.,11.,66.,2.129032258064516
6.,29.07281623562978,14.897284579750192,15.33865872079005,24.,12.,72.,2.32258064516129
6.5,28.584433021652554,15.314254450086425,15.716702658364177,26.,13.,78.,2.516129032258064
7.,28.330456216369647,15.71457262685854,16.091079062113884,28.,14.,84.,2.7096774193548385
7.5,28.264092440773428,16.10386873799533,16.463264112222724,30.,15.,90.,2.903225806451613
8.,28.33676721082439,16.485933757428974,16.834139827228125,32.,16.,96.,3.096774193548387
8.5,28.5077812578186,16.863290773996,17.20423321373066,34.,17.,102.,3.290322580645161
9.,28.746271914129476,17.23760256118228,17.573859158487558,36.,18.,108.,3.483870967741935
9.5,29.030111253428363,17.609955806642795,17.943205806523476,38.,19.,114.,3.67741935483871
10.,29.34397732227388,17.981055651946267,18.31238557460254,40.,20.,120.,3.870967741935484
10.5,29.677504640294067,18.351356853616625,18.681465631808152,42.,21.,126.,4.064516129032258
11.,30.023794992210625,18.721151131632322,19.05048611170759,44.,22.,132.,4.258064516129032
11.5,30.37831306070311,19.090624750437527,19.419470994131157,46.,23.,138.,4.451612903225806
12.,30.738104841724425,19.45989615402548,19.78843460704173,48.,24.,144.,4.64516129032258
12.5,31.101260615694375,19.82904038686588,20.15738551140564,50.,25.,150.,4.838709677419354
13.,31.46655332500225,20.198104842414327,20.52632882240536,52.,26.,156.,5.032258064516128
13.5,31.83319859527142,20.567119364718877,20.895267596365464,54.,27.,162.,5.225806451612903
14.,32.200697234608306,20.936102697738292,21.264203659441698,56.,28.,168.,5.419354838709677
14.5,32.56873276133283,21.3050665860226,21.63313810276321,58.,29.,174.,5.612903225806451
15.,32.93710520437936,21.674018372610497,22.002071578280308,60.,30.,180.,5.806451612903226
15.5,33.30568858801639,22.04296263956008,22.3710044755337,62.,31.,186.,6.
16.,33.6744037635803,22.411902240921858,22.739937027274173,64.,32.,192.,6.193548387096774
16.5,34.0432011230729,22.780838951463522,23.108869372570485,66.,33.,198.,6.387096774193548
17.,34.412049641702396,23.14977387311891,23.47780159451628,68.,34.,204.,6.580645161290322
17.5,34.78092995528181,23.518707689095923,23.84673374276007,70.,35.,210.,6.774193548387096
18.,35.14982999967952,23.887640822430804,24.215665846966864,72.,36.,216.,6.96774193548387
18.5,35.51874227140382,24.256573534742394,24.58459792486153,74.,37.,222.,7.161290322580646
